full_name,sex,profession,hourly_salary,date_of_birth,weight,height,city_of_origin,last_seen,satisfaction_score,sleep_1,sleep_2,sleep_3
Walter Weasley,m,police officer,14.0,6/14/89,,176.0,Melbourne,2208-02-18,0.7413793103448275,7.0,7.8,9.0
Jonathan Hansen,m,bookkeeper,16.2,2/7/68,68.0,190.0,London,,0.8045977011494252,7.1,7.7,
Dennis Thomas,m,,8.0,3/10/65,67.0,191.0,Melbourne,2208-02-24,0.3160919540229885,9.3,7.9,6.9
Grace Mercury,f,developer,14.1,8/9/95,76.0,188.0,Montreal,2208-02-22,0.7816091954022988,6.2,9.1,9.1
Kathryn Lawrence,f,manager,12.0,3/19/68,67.0,197.0,Melbourne,2208-02-13,0.5057471264367815,8.3,8.6,7.0
Carl Banner,m,electrician,14.1,4/26/93,94.0,179.0,Sydney,2208-02-18,0.7701149425287356,8.1,6.3,8.3
Donald Martin,m,janitor,8.0,4/6/63,91.0,173.0,Manchester,2208-02-24,0.3045977011494253,6.9,7.2,
David Granger,m,cook,11.9,3/8/73,67.0,197.0,Manchester,2208-02-22,0.47126436781609193,8.0,8.7,9.2
Virginia Gonzalez,f,cashier,9.5,6/23/93,69.0,194.0,Montreal,2208-02-24,0.5057471264367815,7.4,8.2,9.8
Elizabeth Lawrence,f,carpenter,14.1,1/24/80,88.0,195.0,Montreal,,0.7528735632183908,7.5,7.7,9.4
Sandra Miller,f,server,10.0,4/13/84,68.0,184.0,Manchester,2208-02-20,0.42528735632183906,6.1,8.5,8.6
Anna Burgess,f,clerk,16.0,10/6/85,77.0,,Birmingham,2208-02-20,0.7758620689655173,8.2,7.0,7.4
Mary Gonzalez,f,server,,2/28/91,82.0,173.0,New York,2208-02-23,0.49425287356321845,6.5,7.7,8.4
Sharon Cobain,f,developer,14.5,3/6/83,87.0,170.0,Los Angeles,2208-02-13,0.7931034482758621,7.1,8.7,9.1
Ethan Laurie,m,trader,15.0,4/2/97,75.0,194.0,,2208-02-24,0.8448275862068966,8.2,7.9,8.5
Charlotte Laurie,f,carpenter,14.0,5/17/92,72.0,199.0,Seattle,2208-02-12,0.7011494252873561,9.9,8.7,8.2
William Perez,m,janitor,7.9,6/13/64,77.0,177.0,London,2208-02-14,0.24712643678160923,10.2,9.0,8.5
,m,manager,11.7,9/27/95,83.0,188.0,Birmingham,2208-02-23,0.7011494252873564,6.2,6.5,10.8
Timothy Gilmour,m,manager,,11/15/70,76.0,191.0,Brisbane,2208-02-24,0.5172413793103448,8.4,8.7,7.8
Donald Watson,m,,,8/18/88,80.0,174.0,Manchester,2208-02-21,0.4482758620689655,8.7,8.3,7.9
Jacob Vonnegut,m,trader,15.0,5/23/60,93.0,179.0,Montreal,2208-02-24,0.5747126436781609,7.5,6.5,9.4
Brian Mikkelsen,m,police officer,14.1,9/20/78,76.0,181.0,Toronto,2208-02-15,0.6264367816091954,,8.1,8.3
,m,clerk,15.5,11/16/84,84.0,180.0,Montreal,2208-02-24,0.8563218390804599,10.1,8.1,7.6
David Garcia,m,manager,12.0,6/3/67,70.0,179.0,New York,2208-02-24,0.44252873563218387,7.2,7.1,7.5
Nathan Fry,m,developer,14.2,4/28/83,68.0,168.0,Vancouver,2208-02-12,0.7758620689655173,8.4,9.1,7.9
Richard Holmes,m,developer,14.3,,74.0,167.0,London,,0.764367816091954,6.3,9.2,9.5
Michelle Lee,f,gardener,9.8,11/5/80,73.0,191.0,Vancouver,2208-02-24,0.39080459770114945,8.8,7.8,8.2
Bradley Holmes,m,manager,12.1,6/3/84,80.0,,New York,2208-02-17,0.603448275862069,7.6,9.0,5.8
Alice Brown,f,cashier,10.5,12/6/98,78.0,187.0,Vancouver,2208-02-19,0.5344827586206897,6.7,7.6,8.4
Margaret Heller,f,bartender,12.0,6/4/79,66.0,182.0,Brisbane,2208-02-14,0.5689655172413793,8.5,8.7,10.3
Abigail Nabokov,f,developer,14.0,1/19/63,65.0,189.0,New York,2208-02-24,0.5344827586206896,7.5,8.4,9.1
Michelle Cobain,f,cook,11.5,5/17/64,69.0,171.0,Los Angeles,2208-02-24,0.396551724137931,10.1,6.6,8.2
Kayla Granger,f,developer,14.5,,83.0,165.0,Sydney,2208-02-19,0.6436781609195402,6.9,8.6,7.0
Isabella Perez,f,electrician,13.9,6/2/81,79.0,170.0,Brisbane,2208-02-22,0.6896551724137933,,8.3,6.2
Philip Carry,m,manager,12.0,,88.0,167.0,Manchester,2208-02-22,0.6551724137931035,,8.6,9.4
John Granger,m,trader,14.7,5/11/92,93.0,170.0,Birmingham,2208-02-22,0.7988505747126436,8.6,7.0,7.8
Olivia Hall,f,bookkeeper,16.0,6/2/74,65.0,176.0,,2208-02-21,0.8275862068965518,8.5,9.5,8.4
Julie Vonnegut,f,plant worker,10.0,5/10/91,81.0,195.0,Brisbane,,0.5229885057471264,8.7,8.2,7.7
Grace Garcia,f,trader,15.0,3/7/95,75.0,160.0,,2208-02-24,0.7758620689655171,9.0,8.6,7.8
Sophia Harris,f,bookkeeper,16.0,2/14/83,89.0,197.0,London,2208-02-24,0.8793103448275864,9.0,7.6,6.8
Bradley Fitzgerald,m,police officer,14.5,2/12/78,68.0,190.0,London,2208-02-18,0.764367816091954,,6.0,9.6
Sandra Jackson,f,clerk,16.0,7/10/74,71.0,174.0,Brisbane,2208-02-22,0.7701149425287357,10.4,7.7,7.9
Lauren Hansen,f,police officer,14.0,10/21/63,67.0,177.0,Seattle,2208-02-15,0.5344827586206896,8.8,9.7,8.7
Rose White,f,carpenter,13.8,10/17/66,70.0,192.0,Brisbane,2208-02-24,0.6551724137931035,9.4,7.9,9.7
Ryan Thompson,m,laborer,14.1,3/6/94,88.0,178.0,,2208-02-20,0.7758620689655171,9.6,7.1,8.3
Elizabeth Burgess,f,bartender,12.0,10/22/74,65.0,187.0,Sydney,2208-02-17,0.5402298850574713,8.1,7.6,7.1
Richard Johnson,m,,9.8,5/4/94,69.0,168.0,Birmingham,2208-02-23,0.5862068965517243,8.5,7.3,7.1
Noah Granger,m,bartender,12.2,6/6/82,84.0,185.0,Seattle,2208-02-21,0.6551724137931035,6.5,6.7,7.9
Emma Jackson,f,cashier,10.0,1/10/66,85.0,184.0,Melbourne,,0.43678160919540227,7.8,6.6,7.3
William Martin,m,manager,11.9,5/11/73,89.0,187.0,Los Angeles,2208-02-22,0.528735632183908,7.6,7.7,7.2
Gabriel Bradbury,m,manager,11.5,5/17/87,73.0,194.0,Vancouver,2208-02-15,,6.9,8.2,7.3
Evelyn Fry,f,trader,15.0,3/14/60,87.0,164.0,Brisbane,2208-02-12,0.632183908045977,8.3,,8.6
,m,,14.2,3/22/94,94.0,188.0,,2208-02-24,0.7816091954022988,8.4,6.9,8.5
Andrea Weasley,f,developer,13.8,6/19/64,67.0,182.0,Vancouver,2208-02-21,0.5287356321839081,6.6,6.0,7.0
Noah Garcia,m,bartender,12.0,12/10/84,94.0,191.0,Manchester,2208-02-23,0.6551724137931035,5.3,7.7,7.0
Lisa Fry,f,trader,15.0,7/11/84,90.0,165.0,Manchester,2208-02-19,0.8275862068965518,8.9,10.0,9.0
Alexander Johnson,m,cashier,10.0,9/25/81,91.0,198.0,Birmingham,2208-02-21,0.4655172413793104,8.5,9.7,9.3
,m,gardener,10.0,8/16/74,77.0,179.0,New York,2208-02-17,0.42528735632183906,8.2,8.6,8.4
James Johnson,m,laborer,14.0,,77.0,195.0,Birmingham,2208-02-24,0.6264367816091954,6.1,8.3,8.6
Andrea Rodriguez,f,police officer,14.0,7/7/87,93.0,170.0,Vancouver,2208-02-17,0.7298850574712644,8.3,,8.0
Stephanie Brown,f,electrician,14.5,3/9/83,77.0,160.0,Vancouver,2208-02-24,0.7931034482758621,8.1,7.8,8.5
Alexander Golding,m,police officer,14.0,8/16/73,87.0,194.0,Brisbane,2208-02-20,,9.1,7.8,7.7
Charles Salinger,m,electrician,14.3,8/26/76,67.0,178.0,London,2208-02-22,,8.1,8.5,9.4
Katherine Waters,f,cook,12.0,6/19/97,77.0,178.0,New York,2208-02-15,0.6724137931034483,6.8,8.0,10.0
Gabriel Salinger,m,,14.0,6/13/71,65.0,166.0,Toronto,2208-02-22,0.6954022988505747,7.9,7.7,9.0
Dylan Hernandez,m,,12.0,4/28/66,90.0,188.0,Manchester,,0.5517241379310344,9.8,6.0,7.7
Cheryl Perez,f,police officer,14.0,4/20/94,76.0,198.0,Vancouver,2208-02-24,0.8275862068965517,8.9,7.9,8.8
Eugene Lopez,m,electrician,,10/19/66,83.0,,New York,2208-02-17,0.5804597701149424,6.9,8.0,8.5
Timothy Robinson,m,police officer,13.7,11/14/83,68.0,196.0,,2208-02-17,0.6321839080459769,8.2,,8.6
Alice White,f,gardener,10.1,1/8/63,90.0,190.0,Seattle,2208-02-24,0.367816091954023,,8.4,6.6
Raymond Forster,m,server,9.7,4/9/72,83.0,192.0,Vancouver,2208-02-17,0.45402298850574707,9.4,9.3,8.4
Alan Laurie,m,plant worker,10.0,1/20/80,81.0,199.0,,2208-02-13,0.4597701149425288,6.3,7.8,8.6
Dylan Golding,m,plant worker,10.5,6/1/63,83.0,166.0,Toronto,2208-02-14,0.33333333333333337,8.1,7.0,10.0
Patricia Griffin,f,electrician,14.3,12/25/82,67.0,190.0,Montreal,2208-02-24,0.6609195402298851,7.3,7.8,7.1
Jerry Hernandez,m,cashier,10.0,10/19/86,74.0,193.0,Toronto,2208-02-13,0.5517241379310345,6.3,9.0,6.7
Kathryn Mikkelsen,f,hairdresser,15.5,5/11/63,67.0,162.0,Melbourne,2208-02-19,0.67816091954023,7.2,9.4,7.9
Laura Moore,f,laborer,14.0,5/27/87,93.0,197.0,Manchester,2208-02-24,0.7298850574712644,9.0,,7.3
Heather Holmes,,bartender,11.9,7/28/75,77.0,195.0,Birmingham,2208-02-24,0.48275862068965514,7.9,7.7,5.4
,f,carpenter,14.0,12/28/76,94.0,193.0,Sydney,2208-02-13,0.6666666666666666,8.7,8.8,8.1
Brenda Conrad,f,trader,15.0,12/19/74,90.0,161.0,Los Angeles,2208-02-17,0.6551724137931034,8.1,8.4,8.1
Cynthia Brown,f,bookkeeper,16.1,7/21/91,84.0,195.0,Brisbane,2208-02-19,0.9310344827586208,7.1,7.0,
Richard O'Hara,m,plant worker,10.0,4/26/73,69.0,188.0,Montreal,2208-02-24,0.47701149425287354,8.4,6.1,7.9
Daniel Fry,m,clerk,16.3,1/6/98,,177.0,Los Angeles,2208-02-12,0.9252873563218391,7.3,8.5,8.2
Amy Forster,f,laborer,14.3,10/10/69,81.0,196.0,Brisbane,2208-02-17,0.5862068965517242,,7.7,6.7
Timothy Jackson,m,cook,12.1,5/5/75,,177.0,Toronto,2208-02-24,0.6091954022988506,7.8,7.9,7.1
Carolyn Mikkelsen,f,cook,12.3,7/8/68,70.0,174.0,Brisbane,2208-02-14,,9.3,8.9,6.4
Frank Nabokov,m,laborer,,7/19/70,91.0,182.0,Brisbane,2208-02-14,,10.1,8.7,8.5
Sandra Kafka,f,plant worker,,4/13/83,66.0,197.0,Montreal,2208-02-14,0.4310344827586207,6.7,7.8,8.3
Natalie Maddison,f,trader,14.7,2/27/90,65.0,192.0,Birmingham,2208-02-22,0.8448275862068966,7.7,8.9,8.6
Grace Thomas,f,plant worker,10.1,,71.0,198.0,Birmingham,2208-02-12,0.4367816091954023,8.0,10.3,9.3
Nicholas Brown,m,bartender,12.2,11/2/78,83.0,166.0,Seattle,2208-02-15,0.5747126436781609,8.9,6.7,7.7
Sean Cobain,m,server,9.8,9/18/88,69.0,,Seattle,2208-02-20,0.5517241379310345,7.7,,8.2
Jack Conrad,m,laborer,14.0,5/3/98,89.0,190.0,London,2208-02-24,0.8505747126436781,,9.0,8.4
Sophia Martin,f,trader,,,87.0,169.0,Birmingham,2208-02-21,0.6091954022988505,8.3,7.7,8.1
Jacqueline Thomas,f,bartender,11.7,10/6/61,86.0,169.0,Melbourne,2208-02-12,0.5057471264367815,8.7,7.4,5.4
Nancy London,f,server,10.0,10/22/75,,170.0,Toronto,2208-02-24,0.3735632183908046,,8.4,8.9
Juan Conrad,m,cashier,10.3,8/23/70,71.0,172.0,Brisbane,2208-02-19,0.47701149425287354,7.8,8.8,8.2
Megan Jackson,f,laborer,13.9,7/11/98,80.0,189.0,Brisbane,2208-02-21,0.7873563218390806,8.2,9.0,7.8
Angela Hansen,f,bookkeeper,16.3,5/26/88,86.0,187.0,New York,2208-02-23,0.8678160919540231,7.5,9.3,7.2
Austin Heller,m,bartender,11.8,8/28/76,87.0,189.0,New York,2208-02-22,0.4827586206896553,9.5,9.7,7.4
Raymond Smith,m,plant worker,10.0,8/11/90,69.0,195.0,Montreal,2208-02-22,0.5747126436781609,7.9,7.3,6.7
Alice Hansen,,plant worker,9.7,8/22/69,,169.0,Birmingham,2208-02-21,,7.3,7.3,6.6
Gregory Clark,,electrician,14.0,2/12/93,93.0,180.0,Birmingham,2208-02-20,0.7643678160919539,9.1,7.6,7.2
Joan Marquez,f,cashier,10.0,2/24/97,65.0,169.0,Los Angeles,2208-02-21,0.5,9.1,7.2,7.3
Christopher Mercury,m,laborer,13.7,1/22/89,86.0,191.0,London,2208-02-21,0.7816091954022988,8.2,,6.1
Elizabeth Hemingway,f,electrician,14.0,7/25/85,88.0,169.0,Toronto,2208-02-24,0.660919540229885,8.5,7.5,7.6
Lisa Conrad,f,janitor,7.5,10/4/91,67.0,171.0,Toronto,2208-02-24,0.32183908045977017,7.9,9.0,8.0
Judy Fry,f,police officer,14.0,2/7/98,70.0,179.0,Los Angeles,2208-02-24,0.7356321839080459,7.7,7.5,9.2
,,bartender,11.7,12/28/82,80.0,184.0,New York,2208-02-19,0.5114942528735632,6.4,7.1,9.0
Pamela Waters,f,bookkeeper,15.9,2/11/96,71.0,170.0,Montreal,2208-02-24,0.9482758620689656,8.0,8.5,7.6
Vincent Lewis,m,janitor,8.0,10/18/73,70.0,185.0,Vancouver,2208-02-14,0.3620689655172414,8.9,9.2,10.6
Matthew Gilmour,m,plant worker,9.8,7/10/62,76.0,195.0,Toronto,,0.34482758620689663,5.3,8.6,7.4
Dennis Dickens,m,server,10.2,9/10/64,,160.0,New York,2208-02-23,0.37931034482758624,7.4,8.2,7.8
Emily Harris,f,trader,15.3,9/13/75,73.0,168.0,Vancouver,2208-02-23,0.7931034482758621,,8.5,8.4
Lisa Cobain,f,laborer,14.0,4/3/78,94.0,171.0,Montreal,2208-02-24,0.6781609195402298,7.7,8.3,7.4
,m,manager,11.7,8/15/71,65.0,181.0,Brisbane,2208-02-22,0.44827586206896547,6.3,7.4,7.5
Deborah Robinson,f,bartender,,1/12/96,,164.0,Seattle,2208-02-24,0.6954022988505747,9.2,7.1,7.4
,f,hairdresser,15.0,3/14/63,93.0,178.0,Los Angeles,2208-02-24,0.5919540229885056,8.6,8.6,7.5
Alan Proust,m,clerk,16.0,7/9/82,79.0,196.0,London,2208-02-15,0.8160919540229886,8.9,8.3,7.9
Grace Mikkelsen,f,plant worker,10.5,2/22/68,69.0,180.0,Vancouver,2208-02-24,0.47701149425287354,8.7,7.7,8.9
Philip Joyce,m,plant worker,,7/25/89,66.0,186.0,Sydney,2208-02-15,0.5689655172413793,7.9,8.6,9.4
Virginia Maddison,f,electrician,,7/14/74,87.0,174.0,Sydney,2208-02-14,0.6551724137931034,6.9,9.1,8.7
Rose Gonzalez,f,police officer,14.5,12/20/61,81.0,183.0,Brisbane,2208-02-18,0.6666666666666667,7.9,8.4,5.5
William Taylor,m,electrician,14.0,9/14/80,85.0,161.0,Manchester,2208-02-15,0.689655172413793,6.5,8.8,7.8
Megan Potter,f,developer,14.2,8/10/66,84.0,165.0,Manchester,2208-02-12,0.5632183908045977,9.2,7.4,6.1
Barbara Anderson,f,plant worker,9.5,7/17/99,83.0,171.0,Montreal,,0.48275862068965514,8.5,9.0,9.9
Linda Banner,f,developer,14.0,9/13/77,88.0,196.0,Manchester,2208-02-24,0.7298850574712644,7.6,6.9,9.5
George Anderson,m,laborer,14.5,3/19/96,87.0,188.0,New York,2208-02-24,0.8103448275862069,6.9,8.2,8.0
Samuel Heller,m,plant worker,9.8,1/8/99,79.0,163.0,Birmingham,2208-02-23,0.5000000000000001,5.6,6.5,7.8
Jonathan Mercury,m,police officer,13.5,11/21/65,66.0,181.0,Sydney,2208-02-23,0.5172413793103449,8.8,8.1,8.2
Catherine Gallager,f,laborer,14.0,10/9/79,,186.0,Brisbane,2208-02-24,0.7413793103448276,9.6,9.0,8.2
Andrea Laurie,f,police officer,14.0,4/4/98,83.0,171.0,London,2208-02-23,0.7356321839080459,7.4,7.1,6.5
Rebecca Lee,f,bookkeeper,16.0,5/26/88,83.0,161.0,Birmingham,2208-02-15,0.793103448275862,6.4,8.6,9.0
Sophia Vonnegut,f,police officer,14.0,7/5/91,65.0,177.0,Vancouver,,0.7528735632183907,8.6,8.0,6.7
Douglas Salinger,m,developer,13.5,4/4/91,84.0,184.0,Melbourne,2208-02-17,0.7816091954022989,6.3,7.4,
Gloria Taylor,f,manager,12.0,7/5/63,92.0,187.0,Los Angeles,2208-02-23,0.41954022988505746,8.0,7.8,9.8
Donna Davis,f,server,10.0,9/14/93,90.0,185.0,Birmingham,2208-02-22,0.5344827586206896,8.4,8.7,6.9
,m,janitor,,7/1/95,86.0,178.0,Montreal,2208-02-13,0.4885057471264368,9.7,8.6,8.7
,f,laborer,14.1,4/1/96,91.0,185.0,Manchester,2208-02-12,0.7873563218390804,7.7,8.3,8.6
Keith Vonnegut,m,server,9.9,5/7/99,94.0,161.0,Montreal,2208-02-22,0.6206896551724138,9.5,8.0,9.5
Anthony Dickens,m,bookkeeper,16.5,6/9/76,93.0,190.0,Brisbane,2208-02-18,0.8103448275862069,9.5,8.2,8.6
Kenneth McConaughey,m,bookkeeper,16.0,6/4/97,83.0,179.0,Vancouver,2208-02-23,0.9597701149425288,9.6,8.7,6.2
Evelyn Huxley,f,gardener,10.2,5/7/98,70.0,178.0,Vancouver,2208-02-19,0.632183908045977,7.1,8.2,8.0
Ashley Moore,f,police officer,14.2,6/10/66,68.0,196.0,Vancouver,2208-02-23,0.5632183908045977,6.9,7.9,9.6
Sean Weasley,m,plant worker,10.0,,79.0,182.0,Vancouver,2208-02-22,,8.8,7.7,7.9
Diana Jackson,f,clerk,16.0,5/13/88,71.0,167.0,Melbourne,2208-02-24,0.8505747126436781,7.6,8.8,7.0
Jesse Fry,m,server,10.3,6/11/86,78.0,196.0,Melbourne,2208-02-20,0.5689655172413793,9.2,,8.6
Emma Huxley,f,manager,12.0,6/4/98,86.0,,Toronto,2208-02-14,0.6206896551724137,7.8,8.4,7.3
Philip O'Hara,m,bartender,11.9,4/11/90,92.0,198.0,Brisbane,2208-02-22,0.6264367816091954,6.7,8.2,10.7
Linda Moore,,police officer,13.7,7/2/86,92.0,161.0,New York,2208-02-24,0.7068965517241379,9.1,8.1,8.9
Carolyn Jackson,f,electrician,13.8,5/28/79,78.0,197.0,Manchester,2208-02-24,0.6149425287356323,7.9,7.1,8.5
Andrew Lopez,m,bookkeeper,16.0,2/27/93,87.0,178.0,Toronto,2208-02-23,0.8793103448275862,7.8,8.1,7.8
Austin Forster,m,bookkeeper,16.0,5/22/99,72.0,186.0,Brisbane,2208-02-24,0.9137931034482759,8.4,8.2,8.9
Thomas Hansen,m,plant worker,10.0,10/11/73,75.0,181.0,Los Angeles,2208-02-22,,7.1,8.9,8.4
Amy Williams,f,plant worker,10.0,8/24/99,78.0,176.0,Melbourne,2208-02-23,0.5689655172413793,9.9,8.8,7.8
Virginia Salinger,f,police officer,14.0,2/26/95,73.0,189.0,London,2208-02-24,0.718390804597701,,8.3,8.7
Mary Conrad,f,developer,14.0,2/14/79,66.0,177.0,Los Angeles,2208-02-22,0.6264367816091954,6.2,7.1,8.2
Jeremy Golding,m,electrician,13.9,6/22/79,83.0,,New York,2208-02-16,0.7356321839080461,8.5,7.1,9.4
Christina McConaughey,,server,10.0,6/6/86,75.0,174.0,Vancouver,2208-02-22,0.5517241379310345,,9.3,7.7
Mary Radcliffe,f,developer,14.0,,68.0,198.0,Manchester,2208-02-22,0.6781609195402298,8.2,7.8,8.4
Janice Hansen,f,laborer,14.0,3/4/99,89.0,,Vancouver,2208-02-24,0.7413793103448275,8.2,8.0,8.9
Mary Forster,f,cook,12.1,7/24/73,85.0,194.0,New York,2208-02-12,0.5402298850574713,9.4,7.3,9.6
Christopher Marquez,m,server,9.9,7/20/66,92.0,,Los Angeles,2208-02-24,0.4310344827586206,7.1,8.6,7.9
Victoria Garcia,f,bookkeeper,16.0,,70.0,172.0,Los Angeles,2208-02-24,0.8275862068965517,8.2,9.0,8.3
Betty Conrad,f,electrician,14.0,2/22/76,70.0,193.0,London,2208-02-24,0.6666666666666666,8.5,8.2,10.2
George Marquez,,plant worker,9.5,,90.0,180.0,Seattle,2208-02-24,0.36781609195402293,8.5,6.9,7.2
Bryan Gallager,,janitor,8.2,8/18/93,89.0,176.0,New York,2208-02-22,0.3735632183908046,8.1,6.5,9.1
Thomas Burgess,m,,14.1,5/25/83,85.0,161.0,Birmingham,2208-02-24,0.7126436781609196,,10.1,8.2
Kayla Hansen,f,,11.8,2/10/90,92.0,190.0,Vancouver,2208-02-23,0.67816091954023,9.1,9.4,8.2
Peter Lewis,m,cashier,,8/19/83,89.0,175.0,London,2208-02-14,0.5344827586206896,8.7,9.7,8.5
Nicole London,f,laborer,14.0,2/28/89,76.0,162.0,Seattle,2208-02-23,0.7413793103448275,8.6,7.4,8.4
Harold Hemingway,m,laborer,14.5,3/25/65,81.0,163.0,Birmingham,2208-02-12,0.6896551724137933,7.2,7.6,8.4
Kathleen Huxley,f,,9.8,4/15/77,80.0,193.0,Los Angeles,2208-02-24,0.48850574712643685,7.2,7.5,7.2
Amber Granger,f,police officer,14.2,2/8/84,79.0,162.0,,2208-02-24,0.7241379310344828,6.2,9.3,6.6
Amy Wilson,f,plant worker,9.5,6/8/76,68.0,182.0,New York,2208-02-19,0.3505747126436782,8.7,7.8,7.3
Cynthia Laurie,f,manager,11.7,3/22/93,81.0,192.0,Montreal,2208-02-24,0.5747126436781609,8.1,7.2,9.5
James Hall,m,trader,15.3,1/18/93,72.0,197.0,,,0.7816091954022988,,7.2,9.0
Catherine Burgess,,trader,14.7,12/12/93,71.0,167.0,Melbourne,2208-02-22,0.7471264367816091,6.0,7.5,7.7
Zachary Carry,m,developer,13.8,7/22/96,70.0,163.0,London,2208-02-15,0.7126436781609196,7.9,,7.9
Melissa White,f,clerk,16.1,11/27/83,75.0,178.0,Toronto,2208-02-22,0.7701149425287357,8.2,7.9,7.8
Patricia Proust,f,plant worker,10.0,10/12/83,92.0,170.0,Vancouver,2208-02-12,0.47701149425287354,6.7,6.6,7.5
Brittany Lawrence,f,clerk,15.5,3/4/95,83.0,160.0,Vancouver,2208-02-14,0.8045977011494252,9.4,7.0,
Gary Garcia,m,developer,14.0,8/23/89,80.0,185.0,Manchester,2208-02-13,0.7413793103448275,8.4,7.6,9.9
Natalie Hansen,f,bartender,11.8,8/1/76,67.0,195.0,Montreal,2208-02-24,0.5977011494252875,6.9,10.8,8.3
Michelle Lennon,f,gardener,10.0,1/27/76,91.0,184.0,Los Angeles,2208-02-14,0.37931034482758624,8.1,7.7,6.8
Henry Hernandez,m,,8.1,2/17/66,83.0,169.0,Vancouver,2208-02-24,0.21264367816091947,9.3,6.2,8.0
Daniel Forster,m,,11.7,2/12/99,82.0,186.0,New York,2208-02-14,0.6666666666666666,7.7,7.8,8.5
Brenda Mercury,f,cashier,10.5,9/5/72,70.0,178.0,Sydney,2208-02-19,0.4425287356321839,8.4,9.0,8.3
,m,cashier,10.1,4/27/65,71.0,176.0,Toronto,2208-02-15,0.32183908045977017,8.4,8.1,9.3
Carl O'Hara,m,bartender,12.5,9/17/82,94.0,161.0,London,2208-02-23,0.6149425287356323,8.8,6.4,6.7
Kathleen Garcia,f,clerk,15.9,1/10/79,74.0,175.0,,2208-02-22,0.7931034482758621,8.5,6.9,8.4
Julie Moore,f,developer,14.0,12/7/82,77.0,196.0,Birmingham,2208-02-22,0.7586206896551725,9.9,,7.2
Kathryn Wilson,f,trader,14.9,9/21/91,80.0,195.0,,2208-02-15,0.8620689655172414,9.8,8.7,7.8
Dylan Potter,,developer,14.1,1/16/70,87.0,169.0,Montreal,2208-02-23,,8.1,5.8,6.8
Rebecca Lopez,f,janitor,8.5,6/27/87,86.0,199.0,New York,,0.3563218390804598,6.2,7.5,
Karen Thompson,f,developer,13.8,8/8/65,83.0,190.0,Vancouver,2208-02-24,0.5344827586206898,7.6,6.8,9.3
Nancy Gilmour,f,,16.1,,82.0,163.0,Los Angeles,2208-02-22,0.8620689655172414,6.6,9.3,8.6
Theresa Miller,,electrician,14.0,,76.0,,Sydney,2208-02-21,0.8275862068965517,7.0,8.5,8.2
Angela Orwell,f,laborer,13.5,3/18/61,83.0,172.0,Montreal,2208-02-20,0.5517241379310345,,9.0,8.7
Christopher Clark,,bookkeeper,16.2,12/9/89,69.0,188.0,Birmingham,2208-02-23,0.8103448275862067,8.3,8.9,7.0
,,cashier,9.8,9/13/73,93.0,196.0,,2208-02-12,0.35057471264367823,7.3,6.8,
Betty Martin,f,electrician,13.8,,89.0,174.0,Montreal,2208-02-18,0.7298850574712644,6.1,8.8,
Carolyn Marquez,f,bartender,,8/19/67,71.0,188.0,Montreal,2208-02-24,0.49999999999999994,6.8,8.3,9.1
Andrew Jagger,m,laborer,13.8,1/3/74,84.0,179.0,New York,2208-02-24,0.7011494252873565,,7.4,7.8
Joyce Golding,f,police officer,14.0,4/27/94,83.0,,Montreal,2208-02-23,0.8275862068965517,7.8,7.6,9.1
Samantha Cobain,,bartender,12.0,,78.0,168.0,Melbourne,2208-02-24,0.6206896551724138,9.2,8.8,6.9
Ralph Davis,m,trader,15.0,2/14/69,72.0,171.0,Birmingham,2208-02-24,0.6264367816091954,7.2,7.9,5.6
Martha Smith,f,cook,11.5,11/13/94,75.0,184.0,Vancouver,2208-02-16,0.5689655172413792,7.6,8.1,6.7
Gabriel Hansen,m,laborer,14.0,6/5/82,79.0,,Sydney,2208-02-22,0.6436781609195402,8.1,7.9,6.8
Kevin Lee,m,laborer,14.2,7/3/79,67.0,196.0,Birmingham,2208-02-24,0.6379310344827586,7.7,5.6,6.5
Stephen Marquez,m,police officer,14.0,11/28/95,75.0,166.0,New York,2208-02-17,0.7758620689655171,7.1,8.0,10.0
Patricia Cobain,,trader,15.0,12/26/69,,189.0,Manchester,2208-02-24,0.6264367816091954,8.6,6.7,7.9
Danielle Gilmour,f,trader,,7/20/73,67.0,162.0,Birmingham,2208-02-24,0.6551724137931034,7.9,8.1,7.6
Pamela Thomas,f,electrician,14.0,4/13/80,,189.0,London,2208-02-24,0.6321839080459769,8.6,8.7,8.6
Nicole Holmes,f,janitor,8.0,11/13/80,66.0,195.0,Sydney,2208-02-23,0.2873563218390805,7.8,7.5,8.2
Amber Burgess,f,police officer,13.5,3/28/94,75.0,178.0,Birmingham,2208-02-18,0.6839080459770115,7.6,8.3,9.4
Jessica Fry,f,manager,11.7,6/18/79,73.0,184.0,Manchester,2208-02-22,0.6091954022988506,7.9,8.9,
Jean Conrad,f,carpenter,14.5,5/27/69,86.0,167.0,London,2208-02-17,0.7126436781609196,9.9,8.8,6.8
Rachel Carry,f,manager,12.1,11/1/86,87.0,184.0,Sydney,2208-02-14,,8.9,6.9,
George Conrad,m,bartender,12.0,1/12/81,69.0,169.0,Montreal,,0.6379310344827587,8.7,8.7,9.5
Jeremy Orwell,m,carpenter,14.0,12/1/67,76.0,198.0,Sydney,2208-02-16,0.614942528735632,7.5,8.3,8.2
Steven Carry,,clerk,15.9,9/1/61,84.0,171.0,Toronto,2208-02-19,0.7471264367816094,7.0,8.2,6.3
